graph_file,num_nodes,num_edges
44505951.graph,34,36
10865808.graph,62,71
21551.graph,21,23
169621.graph,66,68
44502402.graph,39,42
7044.graph,10,11
9543643.graph,26,25
53491464.graph,26,29
97045.graph,12,12
44593669.graph,67,73
23891087.graph,35,38
54649270.graph,34,35
54638368.graph,29,31
91825694.graph,50,53
16755634.graph,36,39
132282478.graph,30,30
54620187.graph,38,41
54618944.graph,32,34
115277.graph,10,9
25201643.graph,23,25
137333907.graph,15,14
9543292.graph,19,22
11966166.graph,56,58
5460474.graph,4,3
44498703.graph,28,29
1002423.graph,27,29
44488215.graph,45,47
54666627.graph,34,38
54641158.graph,28,29
475701.graph,41,48
54654228.graph,42,47
135455418.graph,20,21
442568.graph,49,52
135563745.graph,59,65
91861242.graph,154,164
54661337.graph,36,39
54646448.graph,37,42
60191102.graph,30,33
231285.graph,13,12
595.graph,14,13
54632336.graph,34,37
25137892.graph,7,1
52927140.graph,55,54
71311469.graph,12,11
19100.graph,12,12
75491.graph,14,15
64981.graph,27,29
481747.graph,20,22
15207492.graph,17,19
1983.graph,11,11
46916178.graph,26,30
6440956.graph,33,34
134160384.graph,20,20
53262823.graph,24,25
54657958.graph,36,39
91858287.graph,56,59
44489250.graph,35,37
91862171.graph,37,39
135562700.graph,40,44
6426848.graph,21,21
91847578.graph,44,46
91852608.graph,34,36
71297775.graph,95,102
60185237.graph,30,34
60190147.graph,29,32
53239798.graph,38,42
7016080.graph,17,16
54633373.graph,30,31
54619593.graph,38,41
54631846.graph,32,34
915856.graph,18,19
9882094.graph,20,19
9639.graph,20,19
46173974.graph,54,59
45281794.graph,29,32
54619142.graph,40,43
91510.graph,21,25
2734122.graph,7,6
44254697.graph,43,46
139513.graph,2,1
24178773.graph,33,37
4377.graph,7,6
1815296.graph,30,32
656743.graph,28,32
6842.graph,17,19
52921887.graph,26,25
71308212.graph,42,42
5283566.graph,42,41
6001.graph,20,23
136662822.graph,27,28
5281610.graph,21,23
129846.graph,28,31
20448611.graph,5,4
44489681.graph,36,39
45266526.graph,12,11
5459823.graph,21,25
22813377.graph,48,50
54619901.graph,37,39
70697881.graph,45,52
56833467.graph,96,101
53262866.graph,31,33
44602428.graph,21,22
60190941.graph,30,33
54640158.graph,31,34
25200643.graph,13,13
6883151.graph,21,21
46173172.graph,27,26
27490.graph,22,23
46173931.graph,134,135
134018.graph,22,23
24778664.graph,51,50
25202535.graph,45,48
60185272.graph,34,38
60190102.graph,28,31
91860242.graph,71,75
71297730.graph,136,146
54647448.graph,37,41
44140588.graph,66,70
21786235.graph,14,14
54631803.graph,38,40
16746485.graph,37,41
54633336.graph,33,35
53480931.graph,34,33
656706.graph,15,15
10228.graph,18,19
5283523.graph,46,45
126456493.graph,33,37
54619107.graph,40,43
23666456.graph,6,5
44618160.graph,40,41
25167777.graph,36,40
2723922.graph,3,2
54647099.graph,39,43
44618923.graph,43,46
54640589.graph,26,28
45266563.graph,58,61
71298108.graph,50,53
5459866.graph,39,42
54631491.graph,37,39
54619944.graph,30,32
54639368.graph,31,33
70678589.graph,31,32
44504951.graph,35,37
25243785.graph,30,33
91666427.graph,70,69
2243417.graph,28,31
3483736.graph,4,3
3486150.graph,35,39
50994616.graph,130,135
1385054.graph,27,30
56835396.graph,43,47
774.graph,8,8
54618737.graph,34,37
1311459.graph,29,32
9543830.graph,48,47
5280826.graph,40,40
23017.graph,10,10
5502.graph,28,30
65366.graph,42,46
44566819.graph,32,37
120189.graph,13,15
44257394.graph,24,26
71464541.graph,27,26
9962077.graph,47,50
7674.graph,9,9
16188851.graph,20,22
31677.graph,21,21
24507.graph,5,4
54638558.graph,30,32
54632994.graph,33,34
4014619.graph,15,15
132282248.graph,21,21
54649440.graph,41,45
91849535.graph,78,84
442789.graph,30,32
25245837.graph,23,24
24011714.graph,12,12
33993.graph,6,5
54649091.graph,34,35
44498133.graph,43,46
442358.graph,21,23
54654418.graph,40,44
6437368.graph,30,32
44623834.graph,21,23
54638189.graph,40,44
135911933.graph,33,36
54625500.graph,33,36
54632506.graph,34,36
2766387.graph,21,23
54646278.graph,26,29
71627148.graph,51,55
135566713.graph,38,41
25201830.graph,12,11
21630866.graph,14,13
894029.graph,23,24
68628.graph,15,16
10263052.graph,14,13
5487427.graph,26,30
19730.graph,20,20
24893138.graph,23,28
137333774.graph,32,31
5280863.graph,21,23
44505767.graph,31,32
10323393.graph,36,38
10425234.graph,22,24
124202281.graph,27,29
16723449.graph,32,34
54661193.graph,35,39
25171947.graph,19,21
44619715.graph,43,45
5327116.graph,29,30
54618772.graph,36,39
54632192.graph,37,38
71760799.graph,34,38
60184895.graph,29,33
44495438.graph,31,33
54666483.graph,30,33
54649405.graph,42,46
53481707.graph,51,50
72193801.graph,77,79
44502277.graph,41,43
24542.graph,5,4
91854528.graph,157,167
82191.graph,8,8
544739.graph,22,21
25058177.graph,14,14
23665584.graph,23,24
9624941.graph,23,25
2486.graph,22,21
169485.graph,11,10
998884.graph,32,36
44450793.graph,18,18
137333731.graph,53,58
5497174.graph,33,33
6729029.graph,57,64
5196.graph,5,4
54632543.graph,39,42
23672582.graph,40,44
6857548.graph,36,38
71296145.graph,29,32
91853038.graph,76,80
91846348.graph,62,66
54649897.graph,21,23
91862704.graph,172,183
54640768.graph,33,37
45266782.graph,45,48
56927850.graph,43,45
6923347.graph,18,19
11080226.graph,30,33
44617168.graph,45,47
44620301.graph,41,43
54634016.graph,37,39
54631670.graph,38,41
54639189.graph,32,34
2066730.graph,21,23
5362585.graph,29,28
6108780.graph,64,69
1317598.graph,25,27
6995653.graph,16,15
4990.graph,18,18
160339.graph,50,49
70678768.graph,13,13
2264189.graph,16,17
25200830.graph,10,10
610696.graph,19,20
18730.graph,28,32
54633506.graph,42,45
131708358.graph,52,51
5197049.graph,29,31
54647278.graph,28,30
5281826.graph,28,31
3747287.graph,32,35
37367.graph,26,28
24778485.graph,30,30
60185093.graph,36,40
71581160.graph,82,84
54619737.graph,37,40
17822522.graph,5,4
23663400.graph,20,22
804693.graph,21,23
54639558.graph,27,29
9890450.graph,31,34
54633994.graph,34,35
232312.graph,22,25
3083909.graph,26,31
443789.graph,26,29
86290161.graph,57,57
54660995.graph,35,39
73360.graph,24,28
5284603.graph,23,27
5281065.graph,60,59
3012.graph,33,37
44503232.graph,35,36
6674.graph,29,32
654240.graph,28,32
9547281.graph,27,29
52923910.graph,53,52
135398659.graph,34,36
22392037.graph,10,11
441828.graph,34,37
56927815.graph,19,20
44499176.graph,43,47
461204.graph,44,47
44620344.graph,43,46
14367026.graph,22,23
1290684.graph,30,34
54631635.graph,35,37
54634053.graph,36,39
54633543.graph,42,45
54645908.graph,32,35
91895434.graph,33,37
54692812.graph,14,13
71482.graph,19,20
3651721.graph,11,11
25244031.graph,24,25
22483.graph,17,17
4196.graph,32,36
52923153.graph,52,51
11389922.graph,14,14
49792077.graph,9,8
9009.graph,10,9
71297594.graph,145,155
71581125.graph,196,206
44493128.graph,43,45
91858825.graph,44,46
53262281.graph,20,21
54633192.graph,35,37
4030255.graph,5,4
21933914.graph,8,7
3238808.graph,27,31
54619772.graph,32,34
5283356.graph,12,11
5281863.graph,24,26
1321.graph,28,27
24747150.graph,27,30
21584628.graph,11,10
53480707.graph,53,52
50994063.graph,16,16
25195411.graph,65,68
617712.graph,24,26
76543.graph,10,10
121225523.graph,62,66
70680260.graph,25,27
86290124.graph,67,69
91858066.graph,122,130
44494438.graph,39,40
23724600.graph,52,53
53480869.graph,50,49
49852407.graph,30,31
124087.graph,22,25
43371.graph,11,10
441397.graph,32,34
12313332.graph,42,46
45479647.graph,77,78
44580151.graph,22,24
5311452.graph,24,26
54614983.graph,42,44
54596130.graph,30,33
54639230.graph,33,36
18293426.graph,70,76
54647982.graph,32,35
71298050.graph,212,228
3368525.graph,29,31
49842952.graph,48,51
9902311.graph,25,28
54640000.graph,28,29
91845713.graph,45,48
91857930.graph,142,152
54657845.graph,40,44
6904350.graph,29,30
134160299.graph,70,76
135402327.graph,22,24
46903315.graph,33,35
6100711.graph,11,10
9959038.graph,39,43
597768.graph,12,12
123146.graph,2,1
10095180.graph,32,35
1876861.graph,26,28
46173869.graph,18,18
6603893.graph,15,15
9548745.graph,13,15
18058.graph,11,11
70678843.graph,49,48
54613842.graph,42,46
301590.graph,19,18
90659380.graph,59,62
16667686.graph,24,29
54640843.graph,30,32
441746.graph,33,38
54652660.graph,31,35
54647510.graph,34,38
91852715.graph,91,97
71297668.graph,122,131
2483195.graph,23,24
54657492.graph,36,40
54647184.graph,40,45
12306007.graph,12,12
25244388.graph,9,8
15333973.graph,16,17
160886.graph,16,16
1449.graph,20,19
15553.graph,11,11
16211656.graph,12,6
12800.graph,12,14
49852442.graph,9,8
25096978.graph,31,32
1245751.graph,17,18
4407718.graph,58,63
25195379.graph,80,86
5281748.graph,28,30
11019448.graph,12,12
54639275.graph,28,30
54619859.graph,31,32
686211.graph,19,21
51041989.graph,99,101
2999353.graph,26,27
122391256.graph,26,27
71298015.graph,277,296
44496865.graph,45,48
54640494.graph,28,29
54650182.graph,26,28
3342380.graph,21,22
15286666.graph,28,31
25271646.graph,21,22
9878326.graph,19,21
12492.graph,22,23
40490684.graph,24,23
24755489.graph,49,51
54657800.graph,30,32
6525311.graph,42,43
91855240.graph,84,90
54640045.graph,33,36
44484297.graph,39,42
91850426.graph,108,115
443475.graph,21,23
138453923.graph,42,41
70698336.graph,13,12
54613807.graph,43,46
54652625.graph,27,30
91852750.graph,111,119
54647555.graph,30,33
54640806.graph,32,35
9548700.graph,15,16
11115032.graph,45,48
1796584.graph,22,25
70678806.graph,413,444
70679000.graph,20,19
92136125.graph,31,30
15738167.graph,40,44
445963.graph,7,7
91854205.graph,30,31
54641000.graph,30,32
965010.graph,19,21
442430.graph,12,13
54654370.graph,37,41
136259617.graph,23,24
5317593.graph,24,25
91828282.graph,31,34
146672633.graph,172,185
5554507.graph,27,29
135903078.graph,49,52
51042628.graph,30,32
11953962.graph,25,26
6852403.graph,42,48
50909828.graph,56,60
54646510.graph,40,45
86289874.graph,27,26
23583031.graph,22,25
3242620.graph,16,17
1121556.graph,26,29
10410894.graph,33,37
163727.graph,14,13
176457.graph,32,35
60189664.graph,32,36
54651984.graph,27,29
5315234.graph,34,38
6610261.graph,37,37
11370.graph,11,11
14516.graph,9,9
21145055.graph,16,16
123131570.graph,17,16
52951882.graph,11,11
68591.graph,29,31
3985862.graph,12,13
13475125.graph,32,35
44505809.graph,33,35
13006.graph,8,8
54628726.graph,35,38
54638230.graph,22,24
3537138.graph,34,38
50904525.graph,32,36
132282520.graph,86,87
54649328.graph,34,35
46878367.graph,33,32
247304.graph,21,24
54641045.graph,32,35
447213.graph,11,11
442475.graph,19,22
54654335.graph,45,50
6432223.graph,11,11
146672676.graph,125,134
11953927.graph,53,61
5460569.graph,2,1
2193969.graph,33,37
7588.graph,22,23
70679045.graph,64,67
92136160.graph,72,74
135495419.graph,16,18
102571794.graph,25,24
2929786.graph,28,31
10568747.graph,24,23
8761.graph,11,10
76956986.graph,24,25
86289831.graph,15,14
440703.graph,25,28
44492291.graph,26,27
54646555.graph,28,31
91853750.graph,242,258
2894729.graph,28,30
135563658.graph,13,12
1313841.graph,28,30
123131535.graph,15,14
9914352.graph,35,38
132887.graph,31,31
60189621.graph,32,35
91853381.graph,150,161
54646184.graph,37,41
90448.graph,13,14
439533.graph,22,24
136188272.graph,17,18
54618859.graph,38,41
126843495.graph,38,39
54638275.graph,29,31
54651182.graph,23,25
97158.graph,15,16
6321425.graph,61,67
245874.graph,24,26
6326976.graph,7,6
24776141.graph,25,27
6284665.graph,20,22
7159.graph,14,16
7408247.graph,19,21
5308605.graph,27,30
56835446.graph,38,41
91851849.graph,103,111
71627249.graph,44,47
60191433.graph,24,27
91861773.graph,147,158
54646179.graph,37,41
2982237.graph,24,26
71296201.graph,47,46
223997.graph,22,25
54632607.graph,35,38
6971047.graph,8,8
11954058.graph,24,24
54620067.graph,34,37
7015682.graph,17,16
54637822.graph,42,46
126843468.graph,62,66
54638288.graph,30,32
54664823.graph,33,37
54649390.graph,37,40
44497898.graph,39,42
53382753.graph,32,34
12004777.graph,32,34
779754.graph,19,20
5191289.graph,15,16
54649741.graph,31,33
91859322.graph,104,111
5460594.graph,3,2
132282149.graph,75,78
2764721.graph,23,25
54638659.graph,28,30
2313.graph,21,23
52928249.graph,63,63
156680.graph,41,46
645457.graph,30,33
1928873.graph,22,24
2302673.graph,30,33
72061.graph,23,26
71464640.graph,34,33
138824.graph,16,15
9903778.graph,17,17
73707536.graph,27,28
707837.graph,24,26
53481443.graph,31,30
102571769.graph,24,23
65067.graph,15,17
22482603.graph,14,15
657237.graph,20,22
652451.graph,18,19
102515501.graph,48,51
44505423.graph,32,34
11719.graph,5,4
5603.graph,8,7
49835933.graph,24,26
42631651.graph,19,20
54618436.graph,32,33
50909890.graph,40,42
146026619.graph,35,38
16133798.graph,252,255
44490959.graph,46,48
4672511.graph,19,20
56835403.graph,39,42
841942.graph,19,20
60189699.graph,29,32
44487588.graph,44,46
91853339.graph,73,78
800760.graph,18,19
5460943.graph,11,11
6857649.graph,6,5
54632642.graph,34,36
135409384.graph,17,18
52922252.graph,48,47
33294.graph,18,18
6729328.graph,60,67
2525858.graph,23,25
49796510.graph,18,19
72193792.graph,79,81
110926.graph,26,26
24779310.graph,37,36
596344.graph,14,14
53382716.graph,38,40
3128676.graph,21,22
25201337.graph,27,29
9948102.graph,20,21
52925742.graph,56,55
2787.graph,34,36
11451524.graph,25,27
51042204.graph,31,33
54714009.graph,58,64
6453244.graph,20,22
118797928.graph,29,30
5460100.graph,8,7
54637867.graph,41,44
1044226.graph,25,26
11249248.graph,34,36
16061239.graph,44,45
54620022.graph,32,34
44619886.graph,40,42
92786.graph,23,26
563347.graph,16,18
54664866.graph,30,34
44517206.graph,34,36
24643.graph,1,0
2356.graph,23,25
9543337.graph,58,60
138861.graph,3,2
71464605.graph,27,28
91849671.graph,35,36
54649704.graph,30,32
10129991.graph,10,9
189026.graph,23,22
135903085.graph,55,60
54625295.graph,38,41
25137937.graph,16,18
54632293.graph,33,34
54618473.graph,37,39
44492229.graph,37,39
54661292.graph,31,34
44487159.graph,43,47
60189248.graph,36,40
86289889.graph,35,37
448042.graph,18,19
25203490.graph,24,26
5646.graph,25,27
44505466.graph,35,37
657272.graph,16,15
1826.graph,14,15
17209.graph,21,24
3313.graph,21,22
40490679.graph,24,23
6575.graph,5,4
5283851.graph,29,32
5281364.graph,34,37
53393694.graph,20,21
2350672.graph,16,17
23724544.graph,15,14
91857988.graph,137,147
16738694.graph,18,18
71298439.graph,106,114
443488.graph,25,27
23615309.graph,16,16
54639659.graph,33,35
16744613.graph,25,28
146170909.graph,202,216
54619436.graph,33,35
45266811.graph,35,37
71581261.graph,75,77
44491959.graph,33,36
24747214.graph,21,23
24778784.graph,52,51
10719.graph,14,15
13847328.graph,26,29
1065.graph,24,27
121232661.graph,12,11
646721.graph,28,30
5283012.graph,21,20
44620843.graph,39,41
54665060.graph,30,34
54647179.graph,27,30
20055371.graph,24,28
699513.graph,13,14
54633607.graph,36,38
10391774.graph,37,41
44501694.graph,34,36
18431.graph,24,23
56649365.graph,25,28
13797563.graph,12,12
102261219.graph,17,17
25202847.graph,28,29
53480092.graph,63,63
5358572.graph,16,16
5459986.graph,13,12
5461145.graph,60,64
54639288.graph,26,28
54634317.graph,30,31
56963315.graph,29,32
54631571.graph,36,38
135420657.graph,22,23
44496898.graph,38,39
86583466.graph,14,13
54640469.graph,32,34
443059.graph,52,57
93357.graph,28,30
246728.graph,9,8
10650384.graph,28,29
54658212.graph,35,39
91848671.graph,161,174
91858367.graph,85,89
5355079.graph,14,15
70697924.graph,28,33
5259891.graph,10,9
134160264.graph,22,22
5271544.graph,21,23
135938373.graph,32,35
643941.graph,7,6
5706877.graph,20,21
3356.graph,28,29
644412.graph,28,31
15979.graph,19,18
1863.graph,22,26
5281321.graph,37,40
13187921.graph,23,25
3000605.graph,10,9
10325582.graph,40,39
21634995.graph,47,50
46173894.graph,32,33
54619473.graph,27,29
9887712.graph,28,30
54633293.graph,35,37
6429302.graph,15,16
81537.graph,21,20
45266854.graph,15,14
44493229.graph,39,41
56927786.graph,23,25
71297695.graph,162,173
10753985.graph,19,18
71581224.graph,50,49
9308.graph,12,12
6992007.graph,17,16
13787030.graph,27,28
24768606.graph,29,32
99309.graph,11,11
6931663.graph,9,9
23892254.graph,28,29
91860736.graph,90,96
54665025.graph,32,36
135956145.graph,27,29
71297244.graph,67,71
126456536.graph,70,72
119058197.graph,25,25
54633642.graph,33,35
118796928.graph,30,32
5461100.graph,1,0
54631534.graph,38,40
54634352.graph,33,35
129626822.graph,33,36
135857071.graph,23,25
83290.graph,17,16
44620045.graph,43,46
86583423.graph,26,26
114703.graph,17,18
22286931.graph,34,33
981129.graph,35,38
135398558.graph,34,36
6995517.graph,12,11
5284196.graph,32,35
9547180.graph,25,24
5289009.graph,31,32
54647611.graph,31,34
71297569.graph,121,130
54652561.graph,32,36
3848646.graph,21,22
44484990.graph,39,42
51136363.graph,25,26
6950540.graph,8,8
15509893.graph,17,18
4264276.graph,24,26
11057755.graph,27,29
4425194.graph,30,33
52921609.graph,37,39
70698072.graph,46,51
16070002.graph,65,70
54631219.graph,42,45
44617501.graph,40,42
1288047.graph,29,31
44620768.graph,37,40
91860858.graph,73,78
446157.graph,33,34
443731.graph,19,23
54640301.graph,25,27
10832.graph,14,15
4928.graph,16,16
663440.graph,32,36
111299.graph,21,21
66479.graph,26,29
119560.graph,25,27
11098071.graph,21,23
2999017.graph,36,40
44491672.graph,41,44
44494014.graph,39,42
44142076.graph,18,20
135782771.graph,31,34
54639131.graph,32,35
46224566.graph,19,19
54639972.graph,30,32
4038180.graph,21,23
441096.graph,35,37
53455147.graph,30,32
91845880.graph,95,102
53356686.graph,73,78
25200888.graph,10,9
167691.graph,31,36
134204.graph,24,24
49852392.graph,11,11
91398.graph,22,24
91852451.graph,36,37
54647654.graph,36,41
54652524.graph,32,36
12443367.graph,6,6
129626709.graph,70,71
54614655.graph,41,44
16759925.graph,21,24
90659887.graph,21,20
70698037.graph,34,36
46916321.graph,25,28
54633969.graph,36,38
139600852.graph,70,71
443774.graph,27,30
44494480.graph,29,31
54640344.graph,32,34
91850727.graph,87,92
12793.graph,11,11
8.graph,10,9
5281098.graph,22,24
2289398.graph,24,25
91845086.graph,137,146
54640795.graph,28,30
44484547.graph,38,40
441890.graph,62,69
71298314.graph,95,101
6475682.graph,26,26
54613794.graph,40,43
54639174.graph,30,32
6258.graph,11,12
70678795.graph,91,93
5281449.graph,29,30
9860619.graph,21,21
2274462.graph,22,24
44552569.graph,32,36
1748.graph,12,12
25244089.graph,9,8
54639937.graph,33,36
50900844.graph,30,33
91749.graph,15,16
86014199.graph,28,27
11226716.graph,39,45
54647285.graph,32,36
91852080.graph,137,146
54657793.graph,29,31
252375.graph,28,31
54649029.graph,34,35
11963188.graph,26,25
54638131.graph,43,47
101953438.graph,37,40
78386.graph,11,11
11178236.graph,27,30
20862086.graph,27,29
26218.graph,4,3
2688391.graph,26,27
11071.graph,14,14
54638972.graph,32,34
58539301.graph,26,28
53466548.graph,19,21
39975.graph,22,23
44224142.graph,22,25
9543888.graph,48,47
2258306.graph,28,30
7205133.graph,27,30
5176753.graph,12,12
44485990.graph,42,46
23581805.graph,91,96
54646611.graph,37,42
91846764.graph,121,129
54671478.graph,24,26
54637709.graph,40,43
7018836.graph,14,13
14682824.graph,21,22
135401350.graph,17,18
146672532.graph,144,155
4384031.graph,30,33
44616501.graph,51,54
442731.graph,30,33
54654071.graph,34,37
86289336.graph,26,28
60184868.graph,34,39
53355121.graph,36,38
21607625.graph,35,38
7258.graph,9,9
16524.graph,24,26
44507078.graph,44,47
44520707.graph,34,36
56665369.graph,22,24
9810701.graph,54,59
53714398.graph,29,31
5307710.graph,29,31
440890.graph,10,9
54651283.graph,25,26
44485547.graph,41,44
7131043.graph,9,8
54638174.graph,37,40
11969542.graph,32,37
90658415.graph,44,43
54638937.graph,32,34
50906517.graph,30,32
2297467.graph,36,40
54646285.graph,36,40
10509499.graph,57,60
14652.graph,19,21
665115.graph,17,19
137333789.graph,34,33
25245089.graph,34,36
135873310.graph,23,26
16109792.graph,40,42
91856237.graph,80,83
54646654.graph,37,41
91853451.graph,242,257
11699925.graph,43,48
440402.graph,25,26
91854902.graph,86,92
8796093.graph,25,27
54615655.graph,47,50
6493430.graph,18,19
159795.graph,48,54
124202239.graph,15,16
52951754.graph,41,44
718477.graph,14,15
25199536.graph,17,18
11395181.graph,26,27
134692079.graph,21,20
5460668.graph,14,13
146672577.graph,140,150
54632969.graph,32,34
44616544.graph,42,45
442774.graph,29,32
54654034.graph,35,38
19596.graph,20,21
7840.graph,4,3
44505155.graph,34,36
72193670.graph,53,58
11772967.graph,26,28
9909681.graph,31,35
54758615.graph,17,16
146014760.graph,24,23
24789497.graph,32,34
7043901.graph,9,8
10628815.graph,52,59
11969719.graph,24,27
439469.graph,21,23
56955898.graph,59,63
54620983.graph,34,37
54618140.graph,39,42
54618903.graph,35,37
54637985.graph,36,38
71729870.graph,35,40
1296934.graph,25,27
5204709.graph,23,26
54649237.graph,32,34
54664984.graph,33,38
72551456.graph,23,23
171489.graph,22,22
5280612.graph,29,28
134820225.graph,23,23
86289128.graph,63,63
54651409.graph,29,32
54666660.graph,32,36
24916760.graph,9,8
44488252.graph,41,44
25164097.graph,7,6
44640178.graph,34,38
11966121.graph,69,71
54617778.graph,51,54
132472308.graph,24,27
36982.graph,14,15
11630995.graph,18,19
73707491.graph,26,29
2517964.graph,29,33
44505584.graph,40,43
25245603.graph,43,42
54618591.graph,35,37
54632371.graph,29,30
9665912.graph,24,26
91861205.graph,103,111
44619162.graph,43,45
91861691.graph,65,69
54618105.graph,37,39
5330.graph,19,20
44505110.graph,37,39
72193635.graph,53,59
2864482.graph,29,32
70624.graph,9,9
65554.graph,26,29
86276130.graph,30,33
6167384.graph,32,35
25181116.graph,37,39
54686187.graph,66,72
44502400.graph,36,38
7046.graph,10,11
134820260.graph,49,51
54620185.graph,37,40
54618946.graph,37,40
16755636.graph,3,2
91825696.graph,33,34
54649272.graph,35,37
91849307.graph,132,141
44490429.graph,43,44
44485759.graph,37,40
7497.graph,8,7
137333905.graph,18,17
9543290.graph,21,24
5156767.graph,31,34
23252995.graph,20,21
44488217.graph,38,40
54666625.graph,32,35
11966164.graph,54,56
5460476.graph,1,0
11953838.graph,43,45
146672769.graph,79,83
597.graph,8,8
25137890.graph,5,4
54632334.graph,34,36
135563747.graph,58,64
2120347.graph,19,20
91856029.graph,208,222
60186945.graph,37,42
91861240.graph,157,168
60191100.graph,33,37
65185.graph,5,4
25203537.graph,15,14
45100455.graph,28,31
11030410.graph,12,12
52927142.graph,51,50
2186345.graph,35,38
165328.graph,17,18
1981.graph,29,31
3656403.graph,31,34
46173135.graph,6,5
64983.graph,18,20
4686862.graph,14,14
16102146.graph,29,31
135857542.graph,38,41
53262821.graph,24,26
91848793.graph,36,36
74388161.graph,10,9
23669229.graph,23,24
134160386.graph,51,53
5471966.graph,35,37
516949.graph,6,4
54633371.graph,30,31
7016082.graph,16,15
54631844.graph,41,44
54619591.graph,28,30
71297777.graph,95,102
6203183.graph,33,36
60190145.graph,29,32
60185235.graph,37,41
20984.graph,11,10
25244603.graph,54,53
46173976.graph,39,43
54619140.graph,36,39
22660.graph,26,26
4375.graph,17,19
30843.graph,27,30
52921885.graph,25,24
656741.graph,16,15
5283564.graph,38,37
111087.graph,21,22
3015046.graph,8,7
44504916.graph,34,36
44190514.graph,26,25
136662820.graph,38,41
44503445.graph,42,45
5284074.graph,26,29
5281612.graph,22,24
829314.graph,25,27
21820031.graph,32,34
5362723.graph,10,9
54619903.graph,38,41
91819876.graph,23,22
91858654.graph,47,49
45266524.graph,7,6
446798.graph,21,21
56833465.graph,39,42
53262864.graph,40,41
91850539.graph,63,67
60190943.graph,30,33
44489217.graph,42,45
70698229.graph,54,61
70697883.graph,39,42
54631042.graph,33,36
12005244.graph,30,32
6497.graph,7,6
2836811.graph,28,30
57339188.graph,244,248
5768774.graph,28,31
137553888.graph,36,39
75669491.graph,10,9
25202537.graph,17,17
11718531.graph,29,31
10255409.graph,31,32
27492.graph,6,5
70678919.graph,53,53
46173933.graph,65,72
54631801.graph,38,40
54613918.graph,41,44
54633334.graph,33,35
5309336.graph,30,33
54640919.graph,28,30
60190100.graph,27,30
60185270.graph,32,36
44483698.graph,40,43
91857029.graph,57,60
71297732.graph,136,146
91860240.graph,47,50
643474.graph,9,9
6805.graph,13,13
56602069.graph,33,37
653162.graph,25,28
21125501.graph,29,32
2121796.graph,21,23
94331.graph,16,16
91557.graph,31,33
134716699.graph,42,49
449534.graph,55,57
2723920.graph,11,11
4121843.graph,23,26
126456491.graph,13,12
23757219.graph,17,17
54619105.graph,36,39
5459864.graph,11,10
54619946.graph,36,39
54631493.graph,35,37
3699362.graph,11,11
122391349.graph,25,25
45266561.graph,55,57
91858611.graph,82,87
3015003.graph,28,30
63044.graph,45,48
50994614.graph,133,138
6046.graph,8,8
3620.graph,10,10
44504953.graph,35,37
25243787.graph,21,24
5281657.graph,19,21
91666425.graph,70,69
251575.graph,28,32
11320601.graph,64,67
71609400.graph,93,100
44486302.graph,33,35
342221.graph,17,18
12831280.graph,27,30
129011101.graph,34,38
5273469.graph,18,19
135415187.graph,31,33
7019991.graph,18,17
54619628.graph,38,40
52929814.graph,25,24
9855235.graph,95,100
71109.graph,20,22
139279.graph,4,6
1245920.graph,16,17
136090.graph,8,12
57339274.graph,20,20
25418.graph,6,5
3084545.graph,15,15
3826106.graph,16,18
54639447.graph,29,32
15390166.graph,27,29
54658049.graph,24,25
39948455.graph,15,15
44493831.graph,39,41
443696.graph,55,65
52929486.graph,47,46
666381.graph,23,25
70678677.graph,42,45
160226.graph,7,6
126157.graph,18,19
52940771.graph,17,18
135398703.graph,54,58
139291705.graph,27,29
54658498.graph,35,38
441972.graph,31,35
91850214.graph,197,210
54640677.graph,32,34
91855472.graph,139,149
91845164.graph,80,84
443247.graph,40,40
46903562.graph,37,40
146170785.graph,28,29
54639096.graph,31,34
412973.graph,8,4
54634109.graph,40,43
192735.graph,25,28
54633419.graph,31,33
10396839.graph,9,9
54657671.graph,31,34
91847212.graph,95,102
441131.graph,29,32
54675768.graph,80,88
54647367.graph,43,48
91845927.graph,134,142
54645852.graph,37,41
9153.graph,20,24
17811.graph,20,21
148324.graph,15,18
557497.graph,9,9
44493037.graph,40,43
54652483.graph,30,33
3244990.graph,28,31
44140633.graph,36,39
235758.graph,14,13
70698190.graph,87,96
54639402.graph,32,35
44493874.graph,34,36
51323.graph,30,34
57339231.graph,13,13
41635.graph,19,18
53480618.graph,53,52
3148.graph,24,28
1183992.graph,27,30
673465.graph,25,27
139291740.graph,72,80
2123759.graph,28,30
91850251.graph,74,78
54640632.graph,22,23
71297819.graph,157,168
11537710.graph,26,28
441937.graph,53,60
46931128.graph,53,53
9955.graph,10,11
3599.graph,27,26
70678632.graph,18,19
736187.graph,17,17
135398746.graph,56,59
4534085.graph,30,34
24892062.graph,37,40
3765615.graph,27,30
101763507.graph,70,75
54639890.graph,26,28
135415513.graph,21,23
842069.graph,21,23
91845962.graph,62,66
54645817.graph,36,40
54657634.graph,30,32
441174.graph,41,45
54648988.graph,32,33
91847257.graph,32,33
54647322.graph,34,37
91857741.graph,52,55
5404133.graph,16,17
44593597.graph,67,70
91854472.graph,83,89
91851214.graph,202,218
54654507.graph,33,36
442247.graph,28,32
54651361.graph,27,29
86289640.graph,56,60
53355457.graph,42,46
6971259.graph,7,6
70788965.graph,39,44
16061062.graph,21,21
54638096.graph,33,35
71306340.graph,51,50
